age,doses,filed_date,report_date
50-64,1185383,2021-05-01,2021-05-03
65+,1423109,2021-05-01,2021-05-03
Unknown/missing,198,2021-05-01,2021-05-03
16-17,57745,2021-04-30,2021-05-02
18-49,1697806,2021-04-30,2021-05-02
50-64,1180174,2021-04-30,2021-05-02
65+,1422302,2021-04-30,2021-05-02
Unknown/missing,192,2021-04-30,2021-05-02
16-17,54465,2021-04-29,2021-05-01
18-49,1667346,2021-04-29,2021-05-01
50-64,1164915,2021-04-29,2021-05-01
65+,1419233,2021-04-29,2021-05-01
Unknown/missing,185,2021-04-29,2021-05-01
16-17,51445,2021-04-28,2021-04-30
18-49,1628287,2021-04-28,2021-04-30
50-64,1144519,2021-04-28,2021-04-30
65+,1414802,2021-04-28,2021-04-30
Unknown/missing,179,2021-04-28,2021-04-30
16-17,47825,2021-04-27,2021-04-29
18-49,1592880,2021-04-27,2021-04-29
50-64,1125757,2021-04-27,2021-04-29
65+,1410678,2021-04-27,2021-04-29
Unknown/missing,179,2021-04-27,2021-04-29
16-17,45651,2021-04-26,2021-04-28
18-49,1568409,2021-04-26,2021-04-28
50-64,1112186,2021-04-26,2021-04-28
65+,1407450,2021-04-26,2021-04-28
Unknown/missing,175,2021-04-26,2021-04-28
16-17,43817,2021-04-25,2021-04-27
18-49,1545619,2021-04-25,2021-04-27
50-64,1098260,2021-04-25,2021-04-27
65+,1404641,2021-04-25,2021-04-27
Unknown/missing,159,2021-04-25,2021-04-27
16-17,42991,2021-04-24,2021-04-26
18-49,1535888,2021-04-24,2021-04-26
50-64,1095085,2021-04-24,2021-04-26
65+,1404190,2021-04-24,2021-04-26
Unknown/missing,154,2021-04-24,2021-04-26
16-17,41076,2021-04-23,2021-04-25
18-49,1513713,2021-04-23,2021-04-25
50-64,1084920,2021-04-23,2021-04-25
65+,1402728,2021-04-23,2021-04-25
Unknown/missing,140,2021-04-23,2021-04-25
16-17,37510,2021-04-22,2021-04-24
18-49,1470418,2021-04-22,2021-04-24
50-64,1059370,2021-04-22,2021-04-24
65+,1397938,2021-04-22,2021-04-24
Unknown/missing,126,2021-04-22,2021-04-24
16-17,34267,2021-04-21,2021-04-23
18-49,1435722,2021-04-21,2021-04-23
50-64,1037063,2021-04-21,2021-04-23
65+,1393427,2021-04-21,2021-04-23
Unknown/missing,130,2021-04-21,2021-04-23
16-17,32054,2021-04-20,2021-04-22
18-49,1402656,2021-04-20,2021-04-22
50-64,1013699,2021-04-20,2021-04-22
65+,1388531,2021-04-20,2021-04-22
Unknown/missing,122,2021-04-20,2021-04-22
16-17,30245,2021-04-19,2021-04-21
18-49,1375552,2021-04-19,2021-04-21
50-64,994713,2021-04-19,2021-04-21
65+,1384550,2021-04-19,2021-04-21
Unknown/missing,119,2021-04-19,2021-04-21
16-17,29414,2021-04-18,2021-04-20
18-49,1357336,2021-04-18,2021-04-20
50-64,980384,2021-04-18,2021-04-20
65+,1381372,2021-04-18,2021-04-20
Unknown/missing,116,2021-04-18,2021-04-20
16-17,28378,2021-04-17,2021-04-19
18-49,1346260,2021-04-17,2021-04-19
50-64,975609,2021-04-17,2021-04-19
65+,1380827,2021-04-17,2021-04-19
Unknown/missing,111,2021-04-17,2021-04-19
16-17,26848,2021-04-16,2021-04-18
18-49,1323419,2021-04-16,2021-04-18
50-64,959070,2021-04-16,2021-04-18
65+,1378508,2021-04-16,2021-04-18
Unknown/missing,108,2021-04-16,2021-04-18
16-17,24379,2021-04-15,2021-04-17
18-49,1288505,2021-04-15,2021-04-17
50-64,932100,2021-04-15,2021-04-17
65+,1372133,2021-04-15,2021-04-17
Unknown/missing,99,2021-04-15,2021-04-17
16-17,22404,2021-04-14,2021-04-16
18-49,1244464,2021-04-14,2021-04-16
50-64,899857,2021-04-14,2021-04-16
65+,1365213,2021-04-14,2021-04-16
Unknown/missing,97,2021-04-14,2021-04-16
16-17,20379,2021-04-13,2021-04-15
18-49,1211039,2021-04-13,2021-04-15
50-64,875974,2021-04-13,2021-04-15
65+,1358913,2021-04-13,2021-04-15
Unknown/missing,89,2021-04-13,2021-04-15
16-17,19199,2021-04-12,2021-04-14
18-49,1184836,2021-04-12,2021-04-14
50-64,857237,2021-04-12,2021-04-14
65+,1352569,2021-04-12,2021-04-14
Unknown/missing,87,2021-04-12,2021-04-14
16-17,18452,2021-04-11,2021-04-13
18-49,1161282,2021-04-11,2021-04-13
50-64,840842,2021-04-11,2021-04-13
65+,1348421,2021-04-11,2021-04-13
Unknown/missing,86,2021-04-11,2021-04-13
16-17,17837,2021-04-10,2021-04-12
18-49,1145434,2021-04-10,2021-04-12
50-64,833693,2021-04-10,2021-04-12
65+,1347410,2021-04-10,2021-04-12
Unknown/missing,82,2021-04-10,2021-04-12
16-17,16756,2021-04-09,2021-04-11
18-49,1116475,2021-04-09,2021-04-11
50-64,817460,2021-04-09,2021-04-11
65+,1343463,2021-04-09,2021-04-11
Unknown/missing,77,2021-04-09,2021-04-11
16-17,14978,2021-04-08,2021-04-10
18-49,1070840,2021-04-08,2021-04-10
50-64,787450,2021-04-08,2021-04-10
65+,1334552,2021-04-08,2021-04-10
Unknown/missing,72,2021-04-08,2021-04-10
16-17,13270,2021-04-07,2021-04-09
18-49,1026820,2021-04-07,2021-04-09
50-64,755621,2021-04-07,2021-04-09
65+,1322899,2021-04-07,2021-04-09
Unknown/missing,68,2021-04-07,2021-04-09
16-17,11874,2021-04-06,2021-04-08
18-49,993888,2021-04-06,2021-04-08
50-64,729215,2021-04-06,2021-04-08
65+,1313387,2021-04-06,2021-04-08
Unknown/missing,65,2021-04-06,2021-04-08
16-17,10952,2021-04-05,2021-04-07
18-49,971593,2021-04-05,2021-04-07
50-64,712283,2021-04-05,2021-04-07
65+,1301104,2021-04-05,2021-04-07
Unknown/missing,65,2021-04-05,2021-04-07
16-17,10355,2021-04-04,2021-04-06
18-49,949309,2021-04-04,2021-04-06
50-64,694352,2021-04-04,2021-04-06
65+,1293367,2021-04-04,2021-04-06
Unknown/missing,67,2021-04-04,2021-04-06
16-17,9351,2021-04-02,2021-04-05
18-49,921312,2021-04-02,2021-04-05
50-64,678553,2021-04-02,2021-04-05
65+,1285897,2021-04-02,2021-04-05
Unknown/missing,59,2021-04-02,2021-04-05
16-17,8499,2021-04-01,2021-04-03
18-49,892257,2021-04-01,2021-04-03
50-64,655967,2021-04-01,2021-04-03
65+,1269259,2021-04-01,2021-04-03
Unknown/missing,65,2021-04-01,2021-04-03
16-17,7419,2021-03-31,2021-04-02
18-49,857652,2021-03-31,2021-04-02
50-64,627940,2021-03-31,2021-04-02
65+,1247399,2021-03-31,2021-04-02
Unknown/missing,64,2021-03-31,2021-04-02
16-17,6680,2021-03-30,2021-04-01
18-49,832359,2021-03-30,2021-04-01
50-64,606786,2021-03-30,2021-04-01
65+,1228783,2021-03-30,2021-04-01
Unknown/missing,59,2021-03-30,2021-04-01
16-17,6307,2021-03-29,2021-03-31
18-49,815720,2021-03-29,2021-03-31
50-64,592336,2021-03-29,2021-03-31
65+,1213972,2021-03-29,2021-03-31
Unknown/missing,52,2021-03-29,2021-03-31
16-17,6106,2021-03-28,2021-03-30
18-49,800987,2021-03-28,2021-03-30
50-64,580478,2021-03-28,2021-03-30
65+,1192734,2021-03-28,2021-03-30
Unknown/missing,57,2021-03-28,2021-03-30
16-17,5771,2021-03-27,2021-03-29
18-49,786059,2021-03-27,2021-03-29
50-64,567683,2021-03-27,2021-03-29
65+,1185475,2021-03-27,2021-03-29
Unknown/missing,45,2021-03-27,2021-03-29
16-17,5491,2021-03-26,2021-03-28
18-49,774216,2021-03-26,2021-03-28
50-64,557666,2021-03-26,2021-03-28
65+,1175420,2021-03-26,2021-03-28
Unknown/missing,44,2021-03-26,2021-03-28
16-17,5082,2021-03-25,2021-03-27
18-49,750067,2021-03-25,2021-03-27
50-64,538243,2021-03-25,2021-03-27
65+,1147780,2021-03-25,2021-03-27
Unknown/missing,38,2021-03-25,2021-03-27
16-17,4586,2021-03-24,2021-03-26
18-49,722686,2021-03-24,2021-03-26
50-64,514020,2021-03-24,2021-03-26
65+,1122166,2021-03-24,2021-03-26
Unknown/missing,37,2021-03-24,2021-03-26
16-17,4179,2021-03-23,2021-03-25
18-49,703099,2021-03-23,2021-03-25
50-64,494929,2021-03-23,2021-03-25
65+,1103558,2021-03-23,2021-03-25
Unknown/missing,31,2021-03-23,2021-03-25
16-17,3945,2021-03-22,2021-03-24
18-49,692563,2021-03-22,2021-03-24
50-64,484107,2021-03-22,2021-03-24
65+,1091026,2021-03-22,2021-03-24
Unknown/missing,31,2021-03-22,2021-03-24
16-17,3840,2021-03-21,2021-03-23
18-49,683813,2021-03-21,2021-03-23
50-64,475453,2021-03-21,2021-03-23
65+,1083565,2021-03-21,2021-03-23
Unknown/missing,39,2021-03-21,2021-03-23
16-17,3725,2021-03-20,2021-03-22
18-49,679280,2021-03-20,2021-03-22
50-64,471543,2021-03-20,2021-03-22
65+,1080692,2021-03-20,2021-03-22
Unknown/missing,41,2021-03-20,2021-03-22
16-17,3560,2021-03-19,2021-03-21
18-49,667880,2021-03-19,2021-03-21
50-64,459074,2021-03-19,2021-03-21
65+,1072123,2021-03-19,2021-03-21
Unknown/missing,36,2021-03-19,2021-03-21
16-17,3364,2021-03-18,2021-03-20
18-49,648139,2021-03-18,2021-03-20
50-64,439330,2021-03-18,2021-03-20
65+,1052484,2021-03-18,2021-03-20
Unknown/missing,31,2021-03-18,2021-03-20
16-17,3151,2021-03-17,2021-03-19
18-49,631667,2021-03-17,2021-03-19
50-64,421356,2021-03-17,2021-03-19
65+,1025890,2021-03-17,2021-03-19
Unknown/missing,24,2021-03-17,2021-03-19
16-17,2903,2021-03-16,2021-03-18
18-49,613944,2021-03-16,2021-03-18
50-64,401719,2021-03-16,2021-03-18
65+,1004990,2021-03-16,2021-03-18
Unknown/missing,18,2021-03-16,2021-03-18
16-17,2721,2021-03-15,2021-03-17
18-49,604207,2021-03-15,2021-03-17
50-64,392552,2021-03-15,2021-03-17
65+,988208,2021-03-15,2021-03-17
Unknown/missing,17,2021-03-15,2021-03-17
16-17,2565,2021-03-14,2021-03-16
18-49,595594,2021-03-14,2021-03-16
50-64,385365,2021-03-14,2021-03-16
65+,971812,2021-03-14,2021-03-16
Unknown/missing,18,2021-03-14,2021-03-16
16-17,2470,2021-03-13,2021-03-15
18-49,593187,2021-03-13,2021-03-15
50-64,383135,2021-03-13,2021-03-15
65+,969075,2021-03-13,2021-03-15
Unknown/missing,18,2021-03-13,2021-03-15
16-17,2282,2021-03-12,2021-03-14
18-49,583366,2021-03-12,2021-03-14
50-64,374495,2021-03-12,2021-03-14
65+,954555,2021-03-12,2021-03-14
Unknown/missing,15,2021-03-12,2021-03-14
16-17,2122,2021-03-11,2021-03-13
18-49,566742,2021-03-11,2021-03-13
50-64,359041,2021-03-11,2021-03-13
65+,928401,2021-03-11,2021-03-13
Unknown/missing,17,2021-03-11,2021-03-13
16-17,1963,2021-03-10,2021-03-12
18-49,551041,2021-03-10,2021-03-12
50-64,341324,2021-03-10,2021-03-12
65+,901172,2021-03-10,2021-03-12
Unknown/missing,17,2021-03-10,2021-03-12
16-17,1847,2021-03-09,2021-03-11
18-49,539205,2021-03-09,2021-03-11
50-64,328851,2021-03-09,2021-03-11
65+,877502,2021-03-09,2021-03-11
Unknown/missing,15,2021-03-09,2021-03-11
16-17,1792,2021-03-08,2021-03-10
18-49,528723,2021-03-08,2021-03-10
50-64,320152,2021-03-08,2021-03-10
65+,848112,2021-03-08,2021-03-10
Unknown/missing,14,2021-03-08,2021-03-10
16-17,1775,2021-03-07,2021-03-09
18-49,524194,2021-03-07,2021-03-09
50-64,316696,2021-03-07,2021-03-09
65+,832995,2021-03-07,2021-03-09
Unknown/missing,16,2021-03-07,2021-03-09
16-17,1752,2021-03-06,2021-03-08
18-49,519747,2021-03-06,2021-03-08
50-64,313055,2021-03-06,2021-03-08
65+,820486,2021-03-06,2021-03-08
Unknown/missing,16,2021-03-06,2021-03-08
16-17,1719,2021-03-05,2021-03-07
18-49,509831,2021-03-05,2021-03-07
50-64,305731,2021-03-05,2021-03-07
65+,795426,2021-03-05,2021-03-07
Unknown/missing,15,2021-03-05,2021-03-07
16-17,1686,2021-03-04,2021-03-06
18-49,498846,2021-03-04,2021-03-06
50-64,296994,2021-03-04,2021-03-06
65+,763789,2021-03-04,2021-03-06
Unknown/missing,14,2021-03-04,2021-03-06
16-17,1652,2021-03-03,2021-03-05
18-49,487933,2021-03-03,2021-03-05
50-64,287955,2021-03-03,2021-03-05
65+,720814,2021-03-03,2021-03-05
Unknown/missing,15,2021-03-03,2021-03-05
16-17,1601,2021-03-02,2021-03-04
18-49,479471,2021-03-02,2021-03-04
50-64,281241,2021-03-02,2021-03-04
65+,688033,2021-03-02,2021-03-04
Unknown/Missing,14,2021-03-02,2021-03-04
16-17,1582,2021-03-01,2021-03-03
18-49,472815,2021-03-01,2021-03-03
50-64,276662,2021-03-01,2021-03-03
65+,664301,2021-03-01,2021-03-03
Unknown/Missing,12,2021-03-01,2021-03-03
16-17,1564,2021-02-28,2021-03-02
18-49,465268,2021-02-28,2021-03-02
50-64,272088,2021-02-28,2021-03-02
65+,644676,2021-02-28,2021-03-02
Unknown/Missing,13,2021-02-28,2021-03-02
16-17,1561,2021-02-27,2021-03-01
18-49,460245,2021-02-27,2021-03-01
50-64,269222,2021-02-27,2021-03-01
65+,640732,2021-02-27,2021-03-01
Unknown/Missing,12,2021-02-27,2021-03-01
16-17,1546,2021-02-26,2021-02-28
18-49,450880,2021-02-26,2021-02-28
50-64,263575,2021-02-26,2021-02-28
65+,622831,2021-02-26,2021-02-28
Unknown/Missing,9,2021-02-26,2021-02-28
16-17,1494,2021-02-25,2021-02-27
18-49,431973,2021-02-25,2021-02-27
50-64,252016,2021-02-25,2021-02-27
65+,584080,2021-02-25,2021-02-27
Unknown/Missing,9,2021-02-25,2021-02-27
16-17,1458,2021-02-24,2021-02-26
18-49,420659,2021-02-24,2021-02-26
50-64,244510,2021-02-24,2021-02-26
65+,546176,2021-02-24,2021-02-26
Unknown/Missing,13,2021-02-24,2021-02-26
16-17,1416,2021-02-23,2021-02-25
18-49,412633,2021-02-23,2021-02-25
50-64,239054,2021-02-23,2021-02-25
65+,518145,2021-02-23,2021-02-25
Unknown/Missing,10,2021-02-23,2021-02-25
16-17,1380,2021-02-22,2021-02-24
18-49,406893,2021-02-22,2021-02-24
50-64,235275,2021-02-22,2021-02-24
65+,499184,2021-02-22,2021-02-24
Unknown/Missing,9,2021-02-22,2021-02-24
16-17,1371,2021-02-21,2021-02-23
18-49,403108,2021-02-21,2021-02-23
50-64,232581,2021-02-21,2021-02-23
65+,488843,2021-02-21,2021-02-23
Unknown/Missing,13,2021-02-21,2021-02-23
16-17,1367,2021-02-20,2021-02-22
18-49,401333,2021-02-20,2021-02-22
50-64,231168,2021-02-20,2021-02-22
65+,484651,2021-02-20,2021-02-22
Unknown/Missing,13,2021-02-20,2021-02-22
16-17,1355,2021-02-19,2021-02-21
18-49,397534,2021-02-19,2021-02-21
50-64,228239,2021-02-19,2021-02-21
65+,470540,2021-02-19,2021-02-21
Unknown/Missing,11,2021-02-19,2021-02-21
16-17,1309,2021-02-18,2021-02-20
18-49,387955,2021-02-18,2021-02-20
50-64,222191,2021-02-18,2021-02-20
65+,448154,2021-02-18,2021-02-20
Unknown/Missing,8,2021-02-18,2021-02-20
16-17,1255,2021-02-17,2021-02-19
18-49,378848,2021-02-17,2021-02-19
50-64,215989,2021-02-17,2021-02-19
65+,420111,2021-02-17,2021-02-19
Unknown/Missing,7,2021-02-17,2021-02-19
16-17,1209,2021-02-16,2021-02-18
18-49,369639,2021-02-16,2021-02-18
50-64,209814,2021-02-16,2021-02-18
65+,394942,2021-02-16,2021-02-18
Unknown/Missing,22,2021-02-16,2021-02-18
16-17,1152,2021-02-15,2021-02-17
18-49,361172,2021-02-15,2021-02-17
50-64,204664,2021-02-15,2021-02-17
65+,376250,2021-02-15,2021-02-17
Unknown/Missing,13,2021-02-15,2021-02-17
16-17,1147,2021-02-14,2021-02-16
18-49,358441,2021-02-14,2021-02-16
50-64,202842,2021-02-14,2021-02-16
65+,364941,2021-02-14,2021-02-16
Unknown/Missing,13,2021-02-14,2021-02-16
16-17,1144,2021-02-13,2021-02-15
18-49,355786,2021-02-13,2021-02-15
50-64,201064,2021-02-13,2021-02-15
65+,356977,2021-02-13,2021-02-15
Unknown/Missing,13,2021-02-13,2021-02-15
16-17,1128,2021-02-12,2021-02-14
18-49,351116,2021-02-12,2021-02-14
50-64,197474,2021-02-12,2021-02-14
65+,340100,2021-02-12,2021-02-14
Unknown/Missing,13,2021-02-12,2021-02-14
16-17,1096,2021-02-11,2021-02-13
18-49,340832,2021-02-11,2021-02-13
50-64,190630,2021-02-11,2021-02-13
65+,319436,2021-02-11,2021-02-13
<16,8,2021-02-11,2021-02-13
16-17,1034,2021-02-10,2021-02-12
18-49,329427,2021-02-10,2021-02-12
50-64,183222,2021-02-10,2021-02-12
65+,295134,2021-02-10,2021-02-12
Unknown/Missing,10,2021-02-10,2021-02-12
16-17,978,2021-02-09,2021-02-11
18-49,320952,2021-02-09,2021-02-11
50-64,177464,2021-02-09,2021-02-11
65+,278056,2021-02-09,2021-02-11
Unknown/Missing,9,2021-02-09,2021-02-11
16-17,954,2021-02-08,2021-02-10
18-49,313996,2021-02-08,2021-02-10
50-64,173501,2021-02-08,2021-02-10
65+,264558,2021-02-08,2021-02-10
Unknown/Missing,10,2021-02-08,2021-02-10
16-17,924,2021-02-07,2021-02-09
18-49,307296,2021-02-07,2021-02-09
50-64,169205,2021-02-07,2021-02-09
65+,254779,2021-02-07,2021-02-09
Unknown/Missing,12,2021-02-07,2021-02-09
16-17,923,2021-02-06,2021-02-08
18-49,305745,2021-02-06,2021-02-08
50-64,168078,2021-02-06,2021-02-08
65+,252717,2021-02-06,2021-02-08
Unknown/Missing,12,2021-02-06,2021-02-08
16-17,894,2021-02-05,2021-02-07
18-49,300382,2021-02-05,2021-02-07
50-64,164674,2021-02-05,2021-02-07
65+,245719,2021-02-05,2021-02-07
Unknown/Missing,9,2021-02-05,2021-02-07
16-17,831,2021-02-04,2021-02-06
18-49,288659,2021-02-04,2021-02-06
50-64,157520,2021-02-04,2021-02-06
65+,226566,2021-02-04,2021-02-06
Unknown/Missing,10,2021-02-04,2021-02-06
16-17,733,2021-02-01,2021-02-03
18-49,261036,2021-02-01,2021-02-03
50-64,140044,2021-02-01,2021-02-03
65+,180577,2021-02-01,2021-02-03
Unknown/Missing,5,2021-02-01,2021-02-03
16-17,725,2021-01-31,2021-02-02
18-49,255404,2021-01-31,2021-02-02
50-64,136512,2021-01-31,2021-02-02
65+,172956,2021-01-31,2021-02-02
Unknown/Missing,6,2021-01-31,2021-02-02
16-17,718,2021-01-30,2021-02-01
18-49,252640,2021-01-30,2021-02-01
50-64,135149,2021-01-30,2021-02-01
65+,170869,2021-01-30,2021-02-01
Unknown/Missing,7,2021-01-30,2021-02-01
16-17,702,2021-01-29,2021-01-31
18-49,243500,2021-01-29,2021-01-31
50-64,129987,2021-01-29,2021-01-31
65+,156853,2021-01-29,2021-01-31
Unknown/Missing,6,2021-01-29,2021-01-31
16-17,672,2021-01-28,2021-01-30
18-49,229353,2021-01-28,2021-01-30
50-64,121711,2021-01-28,2021-01-30
65+,136618,2021-01-28,2021-01-30
Unknown/Missing,6,2021-01-28,2021-01-30
16-17,620,2021-01-27,2021-01-29
18-49,215543,2021-01-27,2021-01-29
50-64,113357,2021-01-27,2021-01-29
65+,114636,2021-01-27,2021-01-29
Unknown/Missing,8,2021-01-27,2021-01-29
16-17,579,2021-01-26,2021-01-28
18-49,202610,2021-01-26,2021-01-28
50-64,105928,2021-01-26,2021-01-28
65+,97941,2021-01-26,2021-01-28
Unknown/Missing,5,2021-01-26,2021-01-28
16-17,530,2021-01-25,2021-01-27
18-49,188765,2021-01-25,2021-01-27
50-64,98910,2021-01-25,2021-01-27
65+,87724,2021-01-25,2021-01-27
Unknown/Missing,5,2021-01-25,2021-01-27
16-17,484,2021-01-24,2021-01-26
18-49,179998,2021-01-24,2021-01-26
50-64,93790,2021-01-24,2021-01-26
65+,78835,2021-01-24,2021-01-26
Unknown/Missing,6,2021-01-24,2021-01-26
16-17,480,2021-01-22,2021-01-25
18-49,176437,2021-01-22,2021-01-25
50-64,90718,2021-01-22,2021-01-25
65+,67836,2021-01-22,2021-01-25
Unknown/Missing,6,2021-01-22,2021-01-25
16-17,443,2021-01-21,2021-01-24
18-49,167442,2021-01-21,2021-01-24
50-64,85298,2021-01-21,2021-01-24
65+,58413,2021-01-21,2021-01-24
Unknown/Missing,4,2021-01-21,2021-01-24
16-17,405,2021-01-20,2021-01-23
18-49,159134,2021-01-20,2021-01-23
50-64,80185,2021-01-20,2021-01-23
65+,50117,2021-01-20,2021-01-23
Unknown/Missing,5,2021-01-20,2021-01-23
16-17,331,2021-01-19,2021-01-22
18-49,146267,2021-01-19,2021-01-22
50-64,73563,2021-01-19,2021-01-22
65+,44109,2021-01-19,2021-01-22
Unknown/Missing,5,2021-01-19,2021-01-22
16-17,306,2021-01-18,2021-01-21
18-49,137725,2021-01-18,2021-01-21
50-64,68649,2021-01-18,2021-01-21
65+,39680,2021-01-18,2021-01-21
Unknown/Missing,4,2021-01-18,2021-01-21
16-17,293,2021-01-17,2021-01-20
18-49,133901,2021-01-17,2021-01-20
50-64,66833,2021-01-17,2021-01-20
65+,38879,2021-01-17,2021-01-20
Unknown/Missing,4,2021-01-17,2021-01-20
16-17,292,2021-01-16,2021-01-19
18-49,133470,2021-01-16,2021-01-19
50-64,66633,2021-01-16,2021-01-19
65+,38537,2021-01-16,2021-01-19
Unknown/Missing,3,2021-01-16,2021-01-19
16-17,285,2021-01-15,2021-01-18
18-49,131718,2021-01-15,2021-01-18
50-64,65433,2021-01-15,2021-01-18
65+,35513,2021-01-15,2021-01-18
Unknown/Missing,3,2021-01-15,2021-01-18
16-17,263,2021-01-14,2021-01-17
18-49,126702,2021-01-14,2021-01-17
50-64,62525,2021-01-14,2021-01-17
65+,31691,2021-01-14,2021-01-17
Unknown/Missing,2,2021-01-14,2021-01-17
16-17,230,2021-01-13,2021-01-16
18-49,119491,2021-01-13,2021-01-16
50-64,58511,2021-01-13,2021-01-16
65+,28325,2021-01-13,2021-01-16
Unknown/Missing,2,2021-01-13,2021-01-16
16-17,205,2021-01-12,2021-01-15
18-49,109133,2021-01-12,2021-01-15
50-64,53146,2021-01-12,2021-01-15
65+,24588,2021-01-12,2021-01-15
Unknown/Missing,2,2021-01-12,2021-01-15
16-17,169,NA,2021-01-14
18-49,98801,NA,2021-01-14
50-64,48085,NA,2021-01-14
65+,22358,NA,2021-01-14
Unknown/Missing,3,NA,2021-01-14
16-17,156,NA,2021-01-13
18-49,90634,NA,2021-01-13
50-64,44358,NA,2021-01-13
65+,20649,NA,2021-01-13
Unknown/Missing,3,NA,2021-01-13
16-17,155,NA,2021-01-12
18-49,89381,NA,2021-01-12
50-64,43650,NA,2021-01-12
65+,19659,NA,2021-01-12
Unknown/Missing,4,NA,2021-01-12
16-17 years,152,NA,2021-01-11
18-49 years,87252,NA,2021-01-11
50-64 years,42334,NA,2021-01-11
65+ years,17905,NA,2021-01-11
Unknown/missing,2,NA,2021-01-11
16-17 years,130,NA,2021-01-10
18-49 years,78880,NA,2021-01-10
50-64 years,37806,NA,2021-01-10
65+ years,15462,NA,2021-01-10
Unknown/missing,2,NA,2021-01-10
16-17 years,119,NA,2021-01-09
18-49 years,71836,NA,2021-01-09
50-64 years,34057,NA,2021-01-09
65+ years,13728,NA,2021-01-09
Unknown/missing,4,NA,2021-01-09
16-17 years,102,NA,2021-01-08
18-49 years,63384,NA,2021-01-08
50-64 years,29538,NA,2021-01-08
65+ years,11200,NA,2021-01-08
Unknown/missing,2,NA,2021-01-08
16-17 years,91,NA,2021-01-07
18-49 years,55819,NA,2021-01-07
50-64 years,25809,NA,2021-01-07
65+ years,9454,NA,2021-01-07
Unknown/missing,1,NA,2021-01-07
16-17 years,86,NA,2021-01-06
18-49 years,50035,NA,2021-01-06
50-64 years,22890,NA,2021-01-06
65+ years,8155,NA,2021-01-06
Unknown/missing,1,NA,2021-01-06
16-17 years,86,NA,2021-01-05
18-49 years,49890,NA,2021-01-05
50-64 years,22802,NA,2021-01-05
65+ years,8078,NA,2021-01-05
Unknown/missing,1,NA,2021-01-05
16-17 years,87,NA,2021-01-04
18-49 years,48962,NA,2021-01-04
50-64 years,22144,NA,2021-01-04
65+ years,7208,NA,2021-01-04
Unknown/missing,1,NA,2021-01-04
16-17 years,52,NA,2021-01-02
18-49 years,37206,NA,2021-01-02
50-64 years,16114,NA,2021-01-02
65+ years,3643,NA,2021-01-02
Unknown/missing,2,NA,2021-01-02
16-17 years,44,NA,2020-12-31
18-49 years,29523,NA,2020-12-31
50-64 years,12506,NA,2020-12-31
65+ years,2563,NA,2020-12-31
Unknown/missing,2,NA,2020-12-31
16-17 years,37,NA,2020-12-30
18-49 years,25575,NA,2020-12-30
50-64 years,10647,NA,2020-12-30
65+ years,2023,NA,2020-12-30
Unknown/missing,2,NA,2020-12-30
