date,day,new_hosp,new_icu,new_deaths,new_cases,new_nonicu,cases_complete,deaths_complete
2020-02-29,Saturday,0.14285714285714285,NA,NA,NA,NA,TRUE,TRUE
2020-03-01,Sunday,0.14285714285714285,NA,NA,NA,NA,TRUE,TRUE
2020-03-02,Monday,0.14285714285714285,NA,NA,NA,NA,TRUE,TRUE
2020-03-03,Tuesday,0.14285714285714285,NA,NA,NA,NA,TRUE,TRUE
2020-03-04,Wednesday,0.14285714285714285,NA,NA,NA,NA,TRUE,TRUE
2020-03-05,Thursday,0.14285714285714285,NA,NA,NA,NA,TRUE,TRUE
2020-03-06,Friday,0.14285714285714285,NA,NA,NA,NA,TRUE,TRUE
2020-03-07,Saturday,0,0,0,0.2857142857142857,0,TRUE,TRUE
2020-03-08,Sunday,0,0,0,0.2857142857142857,0,TRUE,TRUE
2020-03-09,Monday,0.14285714285714285,0.14285714285714285,0,0.7142857142857143,0,TRUE,TRUE
2020-03-10,Tuesday,0.14285714285714285,0.14285714285714285,0,1.5714285714285714,0,TRUE,TRUE
2020-03-11,Wednesday,0.2857142857142857,0.14285714285714285,0,3,0.14285714285714285,TRUE,TRUE
2020-03-12,Thursday,0.5714285714285714,0.14285714285714285,0,6,0.42857142857142855,TRUE,TRUE
2020-03-13,Friday,0.5714285714285714,0.14285714285714285,0,8.714285714285714,0.42857142857142855,TRUE,TRUE
2020-03-14,Saturday,0.7142857142857143,0.14285714285714285,0,12.714285714285714,0.5714285714285714,TRUE,TRUE
2020-03-15,Sunday,1,0.14285714285714285,0,18.285714285714285,0.8571428571428571,TRUE,TRUE
2020-03-16,Monday,1.4285714285714286,0,0,25.142857142857142,1.4285714285714286,TRUE,TRUE
2020-03-17,Tuesday,1.7142857142857142,0,0,33.857142857142854,1.7142857142857142,TRUE,TRUE
2020-03-18,Wednesday,2,0.2857142857142857,0,35.714285714285715,1.7142857142857142,TRUE,TRUE
2020-03-19,Thursday,3.142857142857143,0.42857142857142855,0.14285714285714285,35.142857142857146,2.7142857142857144,TRUE,TRUE
2020-03-20,Friday,3.7142857142857144,0.7142857142857143,0.14285714285714285,34.714285714285715,3,TRUE,TRUE
2020-03-21,Saturday,4.428571428571429,0.8571428571428571,0.14285714285714285,34,3.5714285714285716,TRUE,TRUE
2020-03-22,Sunday,5,1.2857142857142858,0.14285714285714285,31.571428571428573,3.7142857142857144,TRUE,TRUE
2020-03-23,Monday,5.571428571428571,1.2857142857142858,0.14285714285714285,30.714285714285715,4.285714285714286,TRUE,TRUE
2020-03-24,Tuesday,7,1.8571428571428572,0.2857142857142857,28.428571428571427,5.142857142857143,TRUE,TRUE
2020-03-25,Wednesday,8.571428571428571,2.4285714285714284,0.42857142857142855,33.42857142857143,6.142857142857143,TRUE,TRUE
2020-03-26,Thursday,10.571428571428571,3.5714285714285716,0.5714285714285714,40,7,TRUE,TRUE
2020-03-27,Friday,12,4.142857142857143,1.1428571428571428,48.42857142857143,7.857142857142857,TRUE,TRUE
2020-03-28,Saturday,13.857142857142858,5.571428571428571,1.5714285714285714,51.714285714285715,8.285714285714286,TRUE,TRUE
2020-03-29,Sunday,15.285714285714286,6.285714285714286,1.5714285714285714,54,9,TRUE,TRUE
2020-03-30,Monday,15.857142857142858,6.857142857142857,2.4285714285714284,61.57142857142857,9,TRUE,TRUE
2020-03-31,Tuesday,16.571428571428573,7,2.5714285714285716,67.71428571428571,9.571428571428571,TRUE,TRUE
2020-04-01,Wednesday,18.142857142857142,7.571428571428571,3.142857142857143,67.57142857142857,10.571428571428571,TRUE,TRUE
2020-04-02,Thursday,18.142857142857142,8,3.2857142857142856,70.71428571428571,10.142857142857142,TRUE,TRUE
2020-04-03,Friday,18.428571428571427,8.428571428571429,2.857142857142857,69,10,TRUE,TRUE
2020-04-04,Saturday,17.428571428571427,7.428571428571429,3.142857142857143,67.57142857142857,10,TRUE,TRUE
